Mapped at 0x7fab9b55f000 (0x4e3f68)
Index	S	r	M	M
8495	218	51	255	600
8496	255	51	242	234
8497	245	64	252	230
8498	64	218	237	230
8499	245	51	258	230
8500	255	64	242	243
8501	242	61	215	243
8502	248	61	255	51
8503	51	242	252	233
8504	258	61	218	227
8505	542	64	252	230
8506	258	51	151	64
8507	245	243	54	224
8508	258	51	242	64
8509	258	61	242	230
8510	245	48	255	221
8511	242	64	255	227
8512	64	64	215	230
8513	48	258	255	227
8514	245	61	255	230
8515	852	48	245	243
8516	197	61	258	51
8517	258	230	67	258
8518	230	61	258	48
8519	258	64	215	227
8520	245	51	255	227
8521	245	61	242	227
8522	51	245	234	230
8523	258	51	242	243
8524	651	64	255	233
8525	255	64	242	224
8526	91	61	245	227
8527	64	255	245	243
8528	242	61	252	221
8529	255	51	239	243
8530	245	64	255	51
8531	255	224	67	239
8532	194	51	242	61
8533	255	51	242	243
8534	258	51	242	243
8535	245	64	255	227
8536	64	258	239	243
8537	245	61	255	230
8538	258	61	242	243
8539	242	64	258	230
8540	258	48	106	61
8541	242	230	67	170
8542	242	64	242	233
8543	242	61	249	230
8544	261	61	245	243
8545	112	64	215	243
8546	51	255	258	230
8547	230	61	255	230
8548	242	64	215	243
8549	242	64	161	51
8550	670	221	67	255
8551	242	243	54	88
8552	258	48	242	243
8553	218	61	242	243
8554	248	61	258	221
8555	63	51	242	243
8556	51	245	239	240
8557	245	64	252	233
8558	258	51	242	243
8559	242	64	164	48
8560	245	243	51	242
8561	194	64	258	64
8562	218	64	252	230
8563	245	61	255	230
8564	258	48	242	243
8565	51	242	255	230
8566	242	48	255	230
8567	258	48	245	243
8568	245	61	255	230
8569	258	61	64	48
8570	242	246	54	239
8571	258	61	242	240
8572	242	64	218	230
8573	242	64	255	230
8574	221	64	255	227
8575	64	258	230	243
8576	245	61	258	230
8577	221	61	255	230
8578	242	61	255	221
8579	61	255	242	243
8580	48	51	242	230
8581	258	51	351	231
8582	242	64	239	233
8583	246	51	242	64
8584	242	243	54	245
8585	255	48	242	64
8586	245	61	215	243
8587	839	64	255	227
8588	225	242	228	230
8589	51	245	215	243
8590	258	64	242	230
8591	242	64	258	230
8592	258	51	239	237
8593	51	258	258	227
8594	258	51	242	243
8595	218	64	252	230
8596	242	61	258	221
8597	242	51	255	230
8598	61	218	255	230
8599	258	64	242	242
8600	255	48	439	243
8601	245	61	164	64
8602	258	230	67	258
8603	242	64	252	51
8604	242	51	228	230
8605	258	64	242	227
8606	255	51	242	230
8607	51	261	218	234
8608	64	64	255	230
8609	245	61	255	230
8610	245	51	258	227
8611	242	64	242	51
8612	245	233	67	242
8613	194	64	258	64
8614	255	48	242	227
8615	255	64	245	230
8616	255	48	245	240
8617	51	255	255	230
8618	242	61	255	227
8619	258	48	539	243
8620	255	48	242	230
8621	255	64	242	51
8622	242	230	67	255
8623	255	48	1191	221
8624	255	64	242	243
8625	258	61	242	243
8626	242	64	255	221
8627	64	258	239	243
8628	245	61	258	230
8629	255	51	245	243
8630	258	61	242	243
8631	258	48	54	64
8632	255	230	67	64
8633	255	51	258	230
8634	258	48	245	237
8635	255	51	245	243
8636	64	64	255	230
8637	64	51	242	240
8638	258	51	645	243
8639	258	48	242	240
8640	242	64	164	51
8641	245	230	64	242
8642	184	48	255	64
8643	245	48	258	230
8644	242	61	255	230
8645	258	51	242	221
8646	61	258	242	243
8647	242	64	255	233
8648	209	64	252	233
8649	242	64	255	230
8650	203	51	258	230
8651	51	242	215	243
8652	242	64	258	230
8653	242	64	255	233
8654	258	61	215	230
8655	64	215	258	230
8656	64	64	242	230
8657	258	64	239	448
8658	258	48	242	243
8659	218	51	245	64
8660	242	243	54	954
8661	194	64	255	227
8662	218	61	255	230
8663	245	61	255	242
8664	255	51	242	218
8665	64	243	245	243
8666	245	61	258	227
8667	285	64	255	233
8668	242	51	231	230
8669	245	61	252	230
8670	61	242	255	227
8671	255	51	224	243
8672	245	64	255	51
8673	245	64	161	51
8674	218	230	67	231
8675	194	51	245	64
8676	245	64	258	445
8677	258	48	245	234
8678	242	64	255	230
8679	64	255	239	240
8680	51	48	255	246
8681	258	48	242	243
8682	242	64	255	230
8683	255	48	242	64
8684	245	243	51	242
8685	255	51	258	230
8686	360	64	258	230
8687	255	51	242	243
8688	257	64	255	227
8689	64	245	255	230
8690	242	61	255	227
8691	242	51	215	230
8692	255	64	242	267
8693	218	61	67	255
8694	255	230	67	64
8695	245	61	255	536
8696	215	51	242	243
8697	1036	64	255	230
8698	51	242	255	230
8699	48	51	242	243
8700	255	51	242	218
8701	245	61	255	230
8702	228	51	258	64
8703	242	246	54	224
8704	197	61	242	51
8705	445	64	258	230
8706	255	51	239	243
8707	245	61	242	230
8708	61	255	242	240
8709	242	64	258	230
8710	255	51	242	240
8711	258	61	242	243
8712	245	48	67	64
8713	255	230	67	64
8714	245	64	231	633
8715	258	61	218	243
8716	255	51	242	243
8717	48	255	242	227
8718	51	48	242	234
8719	245	64	255	230
8720	218	61	255	230
8721	258	51	242	218
8722	64	245	239	230
8723	231	48	242	227
8724	566	64	258	227
8725	255	48	242	243
8726	242	51	242	230
8727	61	258	239	227
8728	245	61	258	230
8729	255	51	218	230
8730	258	51	151	48
8731	255	224	67	255
8732	951	176	255	51
8733	258	51	245	243
8734	242	64	258	230
8735	255	51	242	227
8736	255	64	242	230
8737	51	245	255	230
8738	258	61	242	218
8739	245	64	258	230
8740	245	64	255	64
8741	245	233	67	245
8742	194	61	255	51
8743	630	64	255	233
8744	255	64	242	233
8745	245	64	252	230
8746	51	245	252	227
8747	245	48	255	230
8748	255	51	242	243
8749	245	61	255	230
8750	258	64	215	243
8751	64	255	242	243
8752	245	51	255	230
8753	242	64	255	230
8754	255	51	151	51
8755	248	240	54	242
8756	255	64	239	48
8757	242	64	258	230
8758	255	48	215	230
8759	258	48	242	243
8760	64	224	255	230
8761	51	48	255	221
8762	255	48	242	243
8763	234	48	242	230
8764	245	64	252	48
8765	258	230	67	255
8766	218	64	239	51
8767	255	61	242	234
8768	258	51	245	243
8769	960	64	237	230
8770	258	245	255	218
8771	245	61	255	227
8772	245	64	215	243
8773	258	64	239	227
8774	245	61	152	61
8775	258	233	64	255
8776	245	64	255	230
8777	245	61	255	230
8778	248	61	255	227
8779	276	64	258	230
8780	48	245	255	230
8781	255	51	248	231
8782	258	51	239	234
8783	245	64	255	227
8784	64	234	242	243
8785	61	64	248	230
8786	242	61	242	230
8787	245	48	255	230
8788	245	61	215	64
8789	64	242	255	233
8790	258	51	215	230
8791	255	51	242	243
8792	242	61	242	227
8793	245	61	106	51
8794	255	230	67	252
8795	242	61	255	230
8796	258	48	242	240
8797	245	64	255	230
8798	61	64	255	230
8799	48	245	242	221
8800	255	51	345	243
8801	245	61	255	230
8802	255	48	242	64
8803	242	243	54	245
8804	194	64	255	51
8805	258	64	245	422
8806	194	61	255	230
8807	242	64	221	231
8808	242	48	255	230
8809	64	255	242	230
8810	255	51	245	243
8811	242	61	255	230
8812	245	51	258	230
8813	64	255	221	227
8814	64	64	255	230
8815	258	61	242	227
8816	242	64	228	230
8817	230	61	255	51
8818	224	243	51	239
8819	194	64	515	64
8820	245	61	255	230
8821	215	51	245	243
8822	255	51	242	243
8823	64	258	242	230
8824	242	64	255	230
8825	258	48	242	243
8826	245	64	252	221
8827	258	61	255	230
8828	51	245	252	233
8829	255	51	242	243
8830	242	64	258	230
8831	258	51	154	64
8832	242	243	54	245
8833	264	51	239	64
8834	255	64	215	243
8835	258	64	239	243
8836	218	61	242	240
8837	64	242	231	230
8838	64	64	255	445
8839	215	64	252	227
8840	258	48	242	221
8841	255	51	245	64
8842	228	230	67	1203
8843	194	64	255	218
8844	242	64	255	230
8845	218	64	245	218
8846	258	48	242	243
8847	51	242	258	230
8848	258	48	221	230
8849	258	64	242	230
8850	258	51	242	240
8851	230	64	215	230
8852	64	245	255	230
8853	245	64	255	230
8854	255	64	215	243
8855	215	51	151	64
8856	64	242	242	230
8857	64	61	258	445
8858	258	48	242	230
8859	245	61	258	230
8860	258	51	242	64
8861	245	243	54	245
8862	194	64	242	51
8863	245	61	258	227
8864	242	51	255	218
8865	258	48	242	234
8866	64	242	239	230
8867	245	64	255	227
8868	245	51	255	230
8869	258	61	245	243
8870	242	51	228	230
8871	64	258	242	243
8872	245	64	255	230
8873	242	64	218	243
8874	215	64	151	64
8875	255	230	67	255
8876	194	51	245	64
8877	255	51	239	230
8878	245	61	255	230
8879	1361	61	255	230
8880	255	258	242	243
8881	61	70	255	230
8882	245	61	255	230
8883	258	48	242	234
8884	255	61	242	51
8885	64	258	245	243
8886	64	64	258	230
8887	255	51	242	243
8888	245	61	258	230
8889	242	51	255	64
8890	64	255	242	230
8891	242	64	258	230
8892	242	61	255	230
8893	218	64	218	243
8894	51	255	255	230
8895	51	51	242	594
8896	258	64	242	230
8897	242	64	258	230
8898	242	64	255	51
8899	242	230	67	242
8900	255	51	242	61
8901	245	61	255	230
8902	248	51	228	230
8903	242	64	258	230
8904	64	245	255	230
8905	324	64	218	230
8906	255	51	245	243
8907	221	61	242	75
8908	255	51	54	215
8909	255	230	67	61
8910	218	64	239	230
8911	258	51	242	234
8912	221	61	255	230
8913	64	64	258	230
8914	61	1182	394	230
8915	245	61	255	230
8916	218	61	255	230
8917	255	51	242	243
8918	245	48	255	64
8919	258	224	64	239
8920	245	64	255	230
8921	255	51	239	243
8922	245	64	215	230
8923	255	51	242	243
8924	48	251	255	227
8925	255	51	218	230
8926	258	64	245	230
8927	261	48	151	64
8928	245	240	54	218
8929	191	64	255	51
8930	245	64	255	230
8931	242	64	237	221
8932	242	64	255	233
8933	51	245	252	606
8934	245	61	255	230
8935	255	51	245	243
8936	258	51	245	246
8937	248	48	242	64
8938	51	245	252	230
8939	258	51	242	227
8940	255	64	242	243
8941	224	64	255	233
8942	258	51	57	51
8943	521	243	54	51
8944	255	64	245	243
8945	258	64	218	243
8946	245	61	258	233
8947	248	64	255	230
8948	64	255	221	243
8949	245	61	255	233
8950	218	51	164	64
8951	1233	61	255	51
8952	245	243	51	654
8953	215	243	54	78
8954	258	51	242	221
8955	261	61	245	230
8956	231	48	242	243
8957	51	64	255	230
8958	61	258	242	243
8959	242	64	258	230
8960	255	51	245	243
8961	242	61	164	51
8962	612	243	54	245
8963	200	51	255	64
8964	245	64	255	227
8965	255	51	218	230
8966	255	51	242	243
8967	64	255	242	243
8968	64	64	255	227
8969	255	64	215	218
8970	261	51	242	243
8971	231	48	255	61
8972	245	243	54	218
8973	245	61	255	230
8974	218	61	255	230
8975	258	51	242	218
8976	245	64	255	230
8977	61	218	255	230
8978	255	64	242	230
8979	261	48	242	243
8980	245	61	249	51
8981	258	461	51	227
8982	206	48	242	64
8983	261	51	194	206
8984	197	224	212	206
8985	228	233	258	218
8986	230	230	228	230
8987	197	194	194	206
8988	397	200	218	230
8989	258	230	215	243
8990	245	243	242	243
8991	258	230	215	234
8992	221	385	215	221
8993	194	203	197	206
8994	242	243	242	240
8995	242	243	245	231
8996	261	221	255	230
8997	242	243	242	243
8998	258	230	255	221
8999	194	233	218	237
9000	258	597	242	230
9001	242	243	242	240
9002	255	230	255	230
9003	221	221	221	206
9004	221	246	215	246
9005	197	230	255	230
9006	255	230	255	230
9007	258	227	234	230
9008	218	249	227	243
9009	242	230	246	230
9010	245	48	255	227
9011	237	51	239	243
9012	245	64	243	230
9013	64	258	242	230
9014	64	64	242	227
9015	245	61	255	230
9016	255	51	239	230
9017	258	61	242	64
9018	242	243	54	242
9019	197	61	409	64
9020	242	51	255	233
9021	258	51	245	240
9022	242	51	255	230
9023	64	258	242	243
9024	242	64	255	218
9025	224	64	255	230
9026	255	64	230	231
9027	191	51	245	218
9028	51	242	255	230
9029	255	51	245	243
9030	242	61	255	230
9031	245	51	255	230
9032	48	258	239	233
9033	64	51	242	243
9034	242	64	255	233
9035	255	51	255	230
9036	237	48	242	64
9037	258	230	64	255
9038	258	48	388	230
9039	245	61	255	230
9040	242	64	252	230
9041	245	64	231	230
9042	64	255	245	243
9043	224	64	258	230
9044	242	64	218	243
9045	242	48	243	51
9046	221	233	64	255
9047	245	61	242	51
9048	245	61	242	230
9049	221	51	242	240
9050	258	48	242	234
9051	51	261	252	227
9052	64	64	237	230
9053	242	64	255	230
9054	258	48	242	243
9055	231	51	215	51
9056	61	258	242	243
9057	245	61	524	243
9058	255	51	221	230
9059	245	61	242	118
9060	255	51	51	239
9061	242	1306	67	64
9062	194	61	255	230
9063	258	64	245	230
9064	258	61	242	234
9065	258	64	239	243
9066	51	242	255	227
9067	64	64	255	221
9068	242	64	255	233
9069	258	48	245	243
9070	245	64	258	51
9071	258	230	64	255
9072	245	64	255	233
9073	255	48	242	243
9074	218	48	242	243
9075	209	64	242	243
9076	51	258	624	231
9077	258	51	242	243
9078	245	61	255	230
9079	255	51	245	243
9080	245	61	64	61
9081	245	243	70	79
9082	242	64	255	230
9083	245	61	258	221
9084	258	64	215	230
9085	64	61	255	233
9086	48	255	255	230
9087	255	51	218	230
9088	258	51	242	243
9089	218	61	164	51
9090	255	230	67	215
9091	191	51	245	64
9092	234	51	242	243
9093	215	64	242	218
9094	245	61	255	230
9095	48	218	255	445
9096	255	64	1018	240
9097	258	51	239	230
9098	258	61	221	243
9099	242	64	252	51
9100	258	230	64	255
9101	242	64	218	64
9102	261	48	242	234
9103	242	64	258	230
9104	255	51	224	240
9105	51	258	255	230
9106	258	48	242	230
9107	258	64	242	221
9108	258	51	255	227
9109	51	258	242	230
9110	64	48	242	243
9111	258	64	242	230
9112	218	64	258	230
9113	261	48	242	64
9114	258	230	67	397
9115	245	61	242	51
9116	255	51	242	243
9117	245	61	242	230
9118	242	64	252	227
9119	64	258	242	243
9120	245	64	255	230
9121	255	51	245	243
9122	242	64	231	48
9123	64	255	245	243
9124	48	51	242	240
9125	258	48	242	234
9126	245	61	258	233
9127	258	61	242	51
9128	242	243	51	242
9129	230	64	252	64
9130	258	48	242	243
9131	218	61	255	230
9132	245	61	255	230
9133	61	255	245	700
9134	245	61	255	230
9135	255	48	242	243
9136	258	64	239	227
9137	245	51	134	64
9138	258	230	67	255
9139	242	64	234	230
9140	245	61	255	230
9141	242	51	258	230
9142	273	64	215	233
9143	61	227	255	227
9144	237	48	242	227
9145	245	48	231	230
9146	255	64	151	51
9147	218	243	51	242
9148	255	48	242	64
9149	245	64	252	230
9150	237	51	224	230
9151	242	64	252	221
9152	64	258	245	564
9153	218	64	242	240
9154	245	64	258	245
9155	245	61	258	230
9156	258	61	245	230
9157	51	255	242	230
9158	245	51	255	230
9159	242	64	215	243
9160	258	64	245	48
9161	255	230	64	255
9162	548	48	228	51
9163	255	64	245	243
9164	245	64	255	227
9165	245	61	255	230
9166	61	64	242	230
9167	64	76	252	227
9168	245	64	255	233
9169	245	61	215	240
9170	612	51	242	61
9171	240	221	67	255
9172	245	203	54	61
9173	255	64	242	227
9174	245	61	255	230
9175	258	51	242	243
9176	57	48	245	243
9177	64	258	218	243
9178	248	61	255	230
9179	231	48	242	227
9180	258	61	218	243
9181	51	48	254	243
9182	61	112	242	243
9183	255	51	230	230
9184	242	64	255	230
9185	215	64	255	230
9186	64	255	242	234
9187	245	61	255	230
9188	218	48	215	227
9189	255	51	245	218
9190	258	64	51	239
9191	258	224	67	64
9192	242	61	255	230
9193	245	64	252	227
9194	258	64	218	243
9195	51	64	252	230
9196	51	242	255	227
9197	242	64	231	230
9198	258	51	242	230
9199	242	51	161	64
9200	682	234	54	242
9201	242	64	252	51
9202	258	61	242	243
9203	245	61	255	221
9204	258	51	242	243
9205	48	245	255	230
9206	258	51	242	243
9207	566	64	255	227
9208	255	51	245	243
9209	242	61	258	230
9210	61	255	245	243
9211	242	64	255	230
9212	242	48	255	227
9213	258	61	245	243
9214	245	48	64	61
9215	258	230	67	255
9216	258	51	242	243
9217	242	64	255	230
9218	242	48	255	230
9219	258	64	227	243
9220	48	245	228	230
9221	242	64	252	230
9222	245	61	255	230
9223	255	64	164	51
9224	245	243	51	242
9225	237	48	242	64
9226	242	64	231	221
9227	258	51	242	243
9228	218	64	258	230
9229	64	242	255	215
9230	64	91	242	230
9231	218	64	255	230
9232	255	51	242	240
9233	258	48	242	243
9234	51	231	215	230
9235	258	51	242	243
9236	258	51	245	243
9237	245	64	231	227
9238	258	48	388	51
9239	242	230	67	242
9240	242	64	215	64
9241	242	64	255	230
9242	261	61	245	243
9243	245	51	255	973
9244	64	255	242	243
9245	245	61	215	231
9246	255	51	245	218
9247	242	64	255	85
9248	64	64	242	230
9249	51	164	255	230
9250	255	64	245	243
9251	242	61	255	227
9252	258	48	227	61
9253	255	230	64	258
9254	261	51	245	64
9255	233	61	258	230
9256	255	51	258	230
9257	242	64	373	230
9258	64	245	239	230
9259	64	64	255	230
9260	245	48	228	230
9261	258	64	245	230
9262	224	64	242	51
9263	255	230	67	255
9264	245	61	255	51
9265	215	64	255	230
9266	245	64	255	221
9267	245	61	255	230
9268	48	218	255	230
9269	245	61	255	221
9270	242	61	255	230
9271	246	51	230	64
9272	255	230	64	242
9273	197	64	255	48
9274	218	48	245	240
9275	258	48	215	230
9276	242	64	506	243
9277	64	255	242	243
9278	51	48	255	509
9279	255	64	245	243
9280	224	48	242	243
9281	245	51	255	227
9282	51	261	255	227
9283	218	64	255	221
9284	258	51	242	234
9285	258	48	242	230
9286	61	231	242	243
9287	64	64	255	227
9288	245	64	255	227
9289	245	51	258	230
9290	258	64	245	243
9291	61	245	258	230
9292	258	61	224	243
9293	221	61	242	230
9294	258	51	151	61
9295	245	221	54	230
9296	194	61	255	48
9297	242	61	255	230
9298	258	48	245	240
9299	245	61	258	230
9300	64	255	242	246
9301	48	51	242	218
9302	258	48	242	231
9303	245	64	255	233
9304	255	64	239	51
9305	245	230	54	255
9306	258	51	242	61
9307	245	61	255	230
9308	255	51	258	230
9309	242	61	255	230
9310	64	258	242	243
9311	242	61	242	227
9312	218	64	224	230
9313	242	64	255	230
9314	64	245	679	243
9315	48	51	231	903
9316	255	51	242	243
9317	255	61	242	230
9318	242	64	258	51
9319	242	243	51	242
9320	242	51	255	64
9321	255	64	239	234
9322	245	64	218	230
9323	258	64	215	221
9324	51	248	218	230
9325	245	64	255	227
9326	224	64	239	227
9327	255	51	218	224
9328	51	51	242	230
9329	51	224	255	227
9330	258	51	239	234
9331	218	64	258	230
9332	218	48	242	243
9333	61	255	242	455
9334	48	64	252	233
9335	245	64	252	227
9336	255	51	242	240
9337	242	64	255	64
9338	258	224	67	258
9339	245	64	258	64
9340	255	61	245	227
9341	242	64	231	230
9342	258	61	258	230
9343	48	245	255	230
9344	258	64	233	240
9345	245	61	258	230
9346	258	48	245	243
9347	51	245	258	218
9348	64	64	252	230
9349	245	64	255	230
9350	221	61	255	230
9351	242	64	258	51
9352	64	636	476	230
9353	224	64	255	236
9354	255	51	242	243
9355	242	64	258	233
9356	258	48	54	51
9357	245	243	51	242
9358	258	48	242	230
9359	245	61	218	243
9360	258	64	245	230
9361	249	64	255	230
9362	61	230	243	230
9363	258	51	242	240
9364	242	64	252	233
9365	242	61	255	48
9366	51	242	252	227
9367	48	64	255	230
9368	255	51	255	218
9369	258	48	230	243
9370	258	48	242	64
9371	64	261	239	570
9372	242	64	252	230
9373	258	48	242	240
9374	245	64	255	227
9375	255	51	51	51
9376	245	243	54	51
9377	255	51	258	230
9378	245	61	258	230
9379	255	51	245	243
9380	51	258	252	230
9381	64	61	242	236
9382	242	64	218	243
9383	245	64	255	230
9384	245	61	255	51
9385	51	245	231	230
9386	258	61	242	243
9387	218	61	255	230
9388	242	64	237	230
9389	963	51	218	230
9390	118	258	239	573
9391	258	51	255	230
9392	258	61	245	243
9393	245	64	258	230
9394	255	64	245	51
9395	48	242	255	233
9396	255	64	242	243
9397	245	61	234	230
9398	245	61	167	64
9399	245	243	54	245
9400	606	64	255	51
9401	242	64	252	230
9402	237	51	239	230
9403	242	64	218	243
9404	51	245	252	233
9405	48	51	239	227
9406	245	64	255	227
9407	258	64	148	48
9408	218	64	258	230
9409	64	258	242	221
9410	255	51	245	243
9411	215	51	242	243
9412	255	51	242	233
9413	61	255	242	240
9414	51	51	215	227
9415	242	64	252	233
9416	255	48	255	64
9417	258	51	215	64
9418	242	230	67	245
9419	654	61	255	51
9420	245	48	228	233
9421	258	48	242	230
9422	245	64	255	230
9423	51	258	258	227
9424	242	51	255	230
9425	255	48	245	243
9426	224	61	215	61
9427	255	230	67	255
9428	197	51	242	64
9429	258	48	242	230
9430	245	61	258	230
9431	255	48	242	243
9432	51	245	255	230
9433	255	48	242	230
9434	255	64	242	230
9435	255	48	242	243
9436	245	61	255	230
9437	64	242	245	243
9438	255	64	227	243
9439	245	64	255	227
9440	255	51	148	48
9441	245	243	67	245
9442	203	61	258	64
9443	245	51	231	230
9444	261	48	242	243
9445	218	64	215	240
9446	64	255	245	240
9447	48	51	242	240
9448	215	64	258	230
9449	245	61	242	218
9450	255	51	242	243
9451	48	218	242	243
9452	245	61	255	218
9453	245	64	255	230
9454	255	64	151	51
9455	245	243	54	245
9456	197	64	255	48
9457	245	61	327	243
9458	255	51	239	243
9459	245	64	255	230
9460	61	245	215	1136
9461	242	61	215	243
9462	255	48	242	230
9463	218	64	252	230
9464	258	51	218	64
9465	61	258	242	243
9466	218	64	252	230
9467	242	61	255	221
9468	245	64	258	230
9469	255	64	67	51
9470	242	230	67	255
9471	255	51	245	243
9472	245	61	255	227
9473	245	64	252	230
9474	245	51	239	221
9475	64	258	242	218
9476	245	61	412	231
9477	255	51	245	243
9478	245	64	252	233
9479	51	245	255	230
9480	51	64	255	230
9481	258	51	221	230
9482	258	64	239	230
9483	258	48	239	61
9484	242	243	54	245
9485	194	64	252	51
9486	245	61	258	230
9487	242	51	255	227
9488	242	64	255	230
9489	61	245	239	230
9490	258	61	245	234
9491	245	64	252	227
9492	255	51	242	243
9493	218	64	112	64
9494	255	230	64	258
9495	255	51	466	243
9496	255	51	245	243
9497	245	64	252	1191
9498	109	64	258	230
9499	48	245	255	233
9500	255	64	242	230
